,logFC,AveExpr,t,P.Value,adj.P.Val,B
cg06477069,0.207143656213785,0.603377962561155,34.1053471805202,3.07327421506919e-149,1.07724832540339e-147,330.258865943142
cg08415973,0.326923384845388,0.399551407303034,34.1042255503958,3.11691938786776e-149,1.09229302749511e-147,330.244763765298
cg06755448,-0.331307789304622,0.740934259945954,-34.1036002094736,3.1415215477035e-149,1.10074409418655e-147,330.236901344032
cg11633461,0.248235250181737,0.506292811942883,34.1026271198811,3.18019183286252e-149,1.11420732178577e-147,330.224666597551
cg19839325,0.27243689880212,0.40581200231372,34.1016643296729,3.21892157430089e-149,1.12768929388863e-147,330.212561255479
cg02708956,0.289750247561676,0.618416197112156,34.100410140329,3.2700820167379e-149,1.14525769697277e-147,330.196791962038
cg20640261,0.336627992514484,0.469800322123449,34.1000502771198,3.28491108414161e-149,1.15036213216186e-147,330.192267267243
cg20651018,-0.51940786015042,0.655132815065532,-34.0996150634743,3.30293508100451e-149,1.15658454160339e-147,330.186795146378
cg11460110,0.344489431486307,0.55169335676324,34.0993171124666,3.31533149516351e-149,1.16083553705403e-147,330.183048874704
cg15528736,0.315491366895625,0.352172061754333,34.0992372808136,3.31866083523916e-149,1.16191136027738e-147,330.182045114053
cg18599996,0.229871916907441,0.370921708229358,34.0985930612142,3.34565041738266e-149,1.171270170455e-147,330.173945017509
cg19371916,0.285319102606936,0.321935809808096,34.0979831076876,3.37140681445845e-149,1.18010453924042e-147,330.166275728283
cg16171137,0.356016118696122,0.40799918574479,34.0961439288463,3.45027679961523e-149,1.20733804239467e-147,330.143150477703
cg16158027,0.352502197169668,0.624929432105093,34.0959728451264,3.45770662779907e-149,1.20984435609587e-147,330.140999308617
cg21690450,0.367977087613718,0.339699092463666,34.0953347779501,3.4855580982937e-149,1.21949521980149e-147,330.132976367088
cg21855021,0.393533149152808,0.503753560246677,34.0940036444834,3.54438649586955e-149,1.23988580734163e-147,330.116238807582
cg18049182,0.246473004188048,0.203524034681284,34.0938682115765,3.55042725083124e-149,1.24190294620823e-147,330.114535876015
cg09762582,0.32881464583202,0.521415144183496,34.0937067242083,3.55764358740723e-149,1.24433094778383e-147,330.112505333667
cg13501279,0.256358125830801,0.193498864509803,34.0936809813478,3.55879530623362e-149,1.2446375610198e-147,330.112181642676
cg27363529,0.220467601265504,0.578801498720078,34.0931252830542,3.58374803827845e-149,1.2532675461147e-147,330.105194270938
cg21180572,0.284501849046004,0.278120327320806,34.0927991638704,3.59847333090601e-149,1.2582226074099e-147,330.101093621775
cg22499893,0.300883244962861,0.415499619961937,34.0915247437399,3.65660024386611e-149,1.27844814939955e-147,330.085068860116
cg19351166,0.213307577221465,0.759034227519313,34.089813373045,3.73613734636435e-149,1.30610089293287e-147,330.063549563973
cg00572889,0.227372648665205,0.771954854670978,34.0891998393986,3.76507135056279e-149,1.31606754309038e-147,330.055834735746
cg13241645,0.382989706161014,0.593384115173298,34.0882708649583,3.80930874948195e-149,1.33132486608169e-147,330.044153353601
cg27664496,0.474711440883587,0.407253070251954,34.0881731065849,3.81399410421557e-149,1.3328594071481e-147,330.042924086785
cg17942851,0.206329379884791,0.211297970135338,34.0856218810871,3.9383290848454e-149,1.37588511267513e-147,330.010843264903
cg02736016,0.300425985133211,0.370876608135907,34.0849777835037,3.97035553433217e-149,1.38696670211179e-147,330.00274384949
cg21320567,0.419978910763178,0.493159113092281,34.0845313766192,3.992704984283e-149,1.39466636937682e-147,329.997130336667
cg22454011,0.305973636232654,0.362696429465747,34.0821473775197,4.11420909864191e-149,1.43655367287223e-147,329.967151507035
cg17996401,0.225537311820261,0.329869408530556,34.0812221163775,4.16235696370806e-149,1.45314112291713e-147,329.955516183451
cg07795968,0.318332827248636,0.564902076153738,34.0791431346392,4.27260775021194e-149,1.49117108485548e-147,329.929372314437
cg02382016,0.214582290041478,0.288630905779024,34.0780711034535,4.33059584448086e-149,1.51117621596707e-147,329.915891010751
cg01966277,0.352063482138335,0.479150134071024,34.0775601220682,4.35851223364438e-149,1.52056591537443e-147,329.909465136709
cg07728874,-0.499939332262956,0.572526641466365,-34.0751301462409,4.49375311666471e-149,1.56738519803754e-147,329.878906497068
cg21379733,-0.346730729779858,0.72955276897474,-34.0749143976243,4.50596173088315e-149,1.57152231790894e-147,329.876193280113
cg23351010,0.404028206577043,0.494271404708627,34.0748770929299,4.50807606271608e-149,1.57213853769391e-147,329.875724142327
cg21534299,0.332217347295219,0.63839725718727,34.0743007133635,4.54087018492338e-149,1.58345305416504e-147,329.868475669207
cg20267828,-0.533901719223859,0.646525741391092,-34.0738529315262,4.56651218808845e-149,1.5922719937093e-147,329.862844401824
cg20907456,0.258271712087258,0.295213505815047,34.0713785422117,4.71084168097748e-149,1.64209125661271e-147,329.831726335059
cg24956176,-0.358741680041182,0.390491496165333,-34.0710532840339,4.73015015387516e-149,1.64856773037381e-147,329.827635824695
cg06101180,0.332220804569493,0.425194965691948,34.069703255928,4.81114271099256e-149,1.67666637373235e-147,329.810657497749
cg18916922,0.338802104902419,0.281999187486128,34.0661980657163,5.02796844115129e-149,1.75168969361995e-147,329.766574429501
cg03681335,0.356696611030538,0.514142967586942,34.0655423580729,5.06960217531642e-149,1.76605844858981e-147,329.758327781703
cg09491962,0.216952254443519,0.612745647136168,34.0646755630333,5.12516864770875e-149,1.78514082383508e-147,329.747426283926
cg24260327,0.204284845723663,0.629230563847694,34.0635900321764,5.19561763274112e-149,1.80953951565439e-147,329.733773689179
cg04668137,0.242586563817006,0.70665468175202,34.0583645883195,5.5485376887615e-149,1.93126588421664e-147,329.668052291671
cg22582875,0.28222596781579,0.225474758699146,34.0580747051905,5.56880377219922e-149,1.93817074857143e-147,329.664406299038
cg24117315,-0.234735123216301,0.784670396251978,-34.0538618215255,5.87183124216441e-149,2.04332230503847e-147,329.611418014839
cg18723409,0.338132662968698,0.237107679125707,34.0503404304451,6.13774321403467e-149,2.13519939291068e-147,329.567125778811
cg05418915,0.360913044127945,0.34269951277342,34.0492731888865,6.22068899456796e-149,2.16388821223899e-147,329.553701722705
cg06644892,0.372400219177226,0.708298215390305,34.0487668155387,6.26043563695642e-149,2.17754680600234e-147,329.54733238165
cg08194009,0.263154089804121,0.207181723984884,34.0480213531809,6.31941191694618e-149,2.19772242894546e-147,329.537955650159
cg02430584,0.26767323743088,0.478033029843706,34.0479586060398,6.32440136853263e-149,2.19928858073683e-147,329.537166388406
cg14789828,0.252837662460128,0.219805619497722,34.0475326337801,6.35837768910484e-149,2.21093380000657e-147,329.531808307704
cg27457290,0.263191400555273,0.447884148120232,34.0468850675482,6.41037894667295e-149,2.22884437528549e-147,329.523662879427
cg10536276,0.309508608435631,0.523178099853764,34.0460583965598,6.47738162513961e-149,2.25179465880852e-147,329.513264518332
cg22274117,0.222931792100594,0.140595390461918,34.0427676734907,6.75111816326693e-149,2.34623524565989e-147,329.471871182568
cg20856330,0.234124130074354,0.200468898133667,34.0423884240888,6.78340056990545e-149,2.35727337792276e-147,329.467100614052
cg18990313,0.331822787802243,0.224614803195762,34.0421932849117,6.80007131494247e-149,2.36288508306556e-147,329.464645957907
cg03025465,0.416806867385173,0.479395659904328,34.0420199795636,6.81491116349628e-149,2.36785977626892e-147,329.46246594645
cg01553231,-0.415577789127262,0.698640164840612,-34.0419379687323,6.82194490575825e-149,2.37012166048148e-147,329.461434329539
cg13876960,0.290109597202548,0.380704382105585,34.0414579439205,6.86326065699737e-149,2.38429274726692e-147,329.455396068765
cg00955451,-0.225362590002975,0.732294982612445,-34.0409382685655,6.90827143032954e-149,2.399745208036e-147,329.448859016258
cg04388548,-0.369612999782259,0.481020482714692,-34.0393551060371,7.04722303032803e-149,2.44763736987872e-147,329.428944082196
cg03257293,-0.330902088800076,0.43190651373111,-34.0388098426782,7.09572454389234e-149,2.46410457982786e-147,329.4220850436
cg20307347,0.247691670412737,0.656611277105887,34.038585305708,7.1157942079489e-149,2.47069483291313e-147,329.419260514338
cg04280772,-0.519795630350852,0.63905646677616,-34.035053915605,7.43901489598716e-149,2.58212858207447e-147,329.37483727754
cg07603382,0.276225137414096,0.526495926030921,34.0337930890843,7.55794059939711e-149,2.62300598145204e-147,329.358976376507
cg27019030,0.32925151389537,0.251120903851533,34.0313353606134,7.79525868315771e-149,2.70453813125585e-147,329.328058287751
cg09290655,0.220531986685623,0.747168732768154,34.0309116393762,7.83692030729433e-149,2.71878400843141e-147,329.322727838789
cg17959821,0.336314060435457,0.583378607132596,34.0297364223326,7.95364101099303e-149,2.75906519692312e-147,329.307943418078
cg27128761,0.342832439401021,0.558007359135239,34.0296897620814,7.95831096634499e-149,2.76047352932819e-147,329.3073564218
cg07987449,-0.226315750356446,0.65935231334171,-34.0289466207401,8.03305860077579e-149,2.78597383343309e-147,329.298007510984
cg17342132,-0.239745908779149,0.835792214407481,-34.0251592335501,8.42506117108427e-149,2.92058244103631e-147,329.250360366878
cg13541769,0.224275456469001,0.783952051241712,34.0251189144528,8.42933563410645e-149,2.92184033988996e-147,329.249853125857
cg00871371,-0.216978504833363,0.391844127152079,-34.0232512938517,8.62972961277298e-149,2.99061508309434e-147,329.226357045875
cg00826203,0.343723235880346,0.249297056842885,34.0199753770662,8.99281553986687e-149,3.11548726604853e-147,329.185142718842
cg10787197,0.338060620107919,0.524513778176943,34.0188230279079,9.12413783480651e-149,3.16025685965836e-147,329.170644760767
cg12591668,0.213943562423303,0.147489341325492,34.017645539378,9.26030738207057e-149,3.20692985529275e-147,329.155830385963
cg07091500,0.295715533734495,0.284473029910507,34.0174752909888,9.28016314498169e-149,3.21356012202388e-147,329.153688423253
cg11525252,-0.294906620605046,0.77071672965835,-34.0171509929331,9.31810338030528e-149,3.22620433787057e-147,329.149608292646
cg01594949,0.212359799464171,0.613463403854539,34.0155384518897,9.50907470951376e-149,3.29156864780325e-147,329.129320082579
cg17220933,-0.376587663049293,0.658320480620717,-34.0149266165004,9.58255421435721e-149,3.31649613856694e-147,329.121622200316
cg18158859,0.490571225022845,0.300719948611148,34.014435533301,9.64194257157708e-149,3.33679504538608e-147,329.115443550388
cg11932158,0.218139310869279,0.279390209076352,34.0141950523029,9.67115894593305e-149,3.346650002726e-147,329.112417887764
cg04576707,0.212003385167386,0.781964510967993,34.0116006665979,9.99204352894837e-149,3.45716148260555e-147,329.079775718574
cg07686035,-0.302141265141455,0.747347429019465,-34.0111528729305,1.00484969079714e-148,3.47642802531149e-147,329.074141580366
cg03308839,0.46398127597017,0.486490022422362,34.0079190152669,1.04657763735715e-148,3.61996171359341e-147,329.033452619755
cg12861503,0.252099975464318,0.408522053549705,34.0078338375382,1.0476998513614e-148,3.62356628075233e-147,329.032380885057
cg15339435,-0.357567961197899,0.600347560443425,-34.0068413779794,1.06086456144425e-148,3.66881719345054e-147,329.01989337492
cg14509403,0.310643736847445,0.342935545142936,34.0058916519798,1.07361737908361e-148,3.71235310675213e-147,329.007943465759
cg02758236,0.311462624466611,0.209013336587526,34.0050019701257,1.08570305317712e-148,3.75356921769044e-147,328.996748981776
cg19661705,-0.347512744470865,0.428926434486614,-34.0047168542448,1.08960487325853e-148,3.76677104004006e-147,328.993161475121
cg03180322,0.242165227467633,0.383963084201958,34.0032254480949,1.1102446354052e-148,3.83753640964852e-147,328.974395540394
cg02824029,0.269622137284177,0.52635673104892,34.002361233311,1.12238316880008e-148,3.87919663794288e-147,328.963521275853
cg20587332,0.264912870079257,0.600413959606228,34.0022052470832,1.12458821576067e-148,3.88622402799634e-147,328.961558520545
cg06242730,0.468517487184532,0.384127587724946,34.0017083932765,1.13164075737651e-148,3.90999813361799e-147,328.955306655195
cg03191504,-0.321836746021088,0.748434726477609,-34.0005353105909,1.1484680554752e-148,3.96723024205161e-147,328.94054576991
cg14906103,0.324707195473409,0.683555688471371,34.0002133921174,1.15312944356044e-148,3.9827242452462e-147,328.936495050377
cg03984209,0.318850473832965,0.361773652013925,33.9997580615698,1.15975498557822e-148,4.00499635544055e-147,328.930765581577
cg16021018,0.245257989373276,0.249434135975256,33.9993226457123,1.16612637405309e-148,4.02669141661791e-147,328.925286682523
cg20052079,0.334903331637808,0.61585438451432,33.999095405521,1.16946544985576e-148,4.03791324163299e-147,328.922427279915
cg19501502,-0.220157986945086,0.754029914800803,-33.996520157078,1.20798144589292e-148,4.16930985688144e-147,328.890022134808
cg24381155,0.289659869252611,0.591224494983398,33.9957189395748,1.22022159123575e-148,4.21123508481607e-147,328.879940037215
cg01671785,0.403895956459402,0.369267066047207,33.9946722247466,1.23639934300926e-148,4.26674236856508e-147,328.866768637571
cg22135566,-0.350395749589247,0.664777642495487,-33.9938559669232,1.24916400780432e-148,4.31046371890703e-147,328.856497134174
cg18385440,0.288972276769358,0.399959762458753,33.9923271654542,1.27342729034745e-148,4.39385341111549e-147,328.837259057163
cg18614510,0.269451255133211,0.481410136692834,33.992179824688,1.27579047417234e-148,4.40167170512963e-147,328.83540494379
cg19118972,0.244693108214519,0.604642925506506,33.9918947437679,1.28037532488337e-148,4.41715331200499e-147,328.831817523708
cg26253134,0.206055091451469,0.250328058367199,33.9887714474801,1.33169891161845e-148,4.59246316812882e-147,328.792513867678
cg24030173,0.227072650461505,0.306213614514668,33.9883379480974,1.33898324408948e-148,4.61723180960307e-147,328.78705862371
cg01930719,0.257649170591949,0.366092659481608,33.9858095699184,1.38227044800583e-148,4.76577315409267e-147,328.755240639324
cg21442998,0.350960400145182,0.515453890499979,33.9849591066322,1.39714333878176e-148,4.81631767666152e-147,328.744537976787
cg26641076,0.245221199677311,0.21030525226335,33.9844940249487,1.40534429811371e-148,4.84385041299948e-147,328.738685122799
cg11039729,0.238937462010121,0.220157797900433,33.9837158282054,1.41917440156726e-148,4.89077397754827e-147,328.728891803043
cg11183072,0.34138813226594,0.271026757916463,33.9832453506765,1.42760169375377e-148,4.91906685815226e-147,328.722970988042
cg06415153,0.205108950541058,0.330189334129217,33.9800127836552,1.48687394175574e-148,5.12174020227795e-147,328.682289548395
cg17205313,-0.521228618005016,0.598726080772837,-33.9789785540066,1.50635268374282e-148,5.18804742953103e-147,328.669273688448
cg19997922,0.226503588811779,0.730695952924753,33.9786904874313,1.51182346865447e-148,5.20609684042258e-147,328.665648329979
cg05232215,0.247788970917569,0.332730895214922,33.9756967960219,1.56986822634204e-148,5.40433377929798e-147,328.627971827322
cg04193015,0.224764950866523,0.637384592519452,33.9748909618668,1.58586997397551e-148,5.4590050771085e-147,328.617830015469
cg20666917,0.23469917353852,0.53112217743275,33.9722288450391,1.63990189864101e-148,5.64285142403088e-147,328.58432554462
cg17617843,0.257018758607514,0.228504599787838,33.9684738314835,1.71926212942391e-148,5.91457807363317e-147,328.537065095514
cg09253473,0.255126167806672,0.620933663200506,33.967636484035,1.73747661594331e-148,5.97633044939485e-147,328.52652608883
cg10196558,0.254113255072724,0.425971126566938,33.9663808033782,1.76515346389587e-148,6.07060641684462e-147,328.510721737848
cg24414363,-0.343746987463625,0.521520102970517,-33.9660787602531,1.77187644601306e-148,6.09280144116086e-147,328.506920115178
cg09039672,0.23730094127298,0.504015077999045,33.965962104022,1.77447987492669e-148,6.10128993730682e-147,328.505451835824
cg00791074,0.272048360628153,0.254028202990857,33.9655076034425,1.78465956851148e-148,6.13489268919407e-147,328.499731307475
cg26337070,0.359911978400362,0.690129034080095,33.9647331849864,1.80213942219494e-148,6.19451027873864e-147,328.489984117284
cg19713567,0.303651927100656,0.293139669758759,33.9639081622176,1.82095000514243e-148,6.25869259098076e-147,328.479599934093
cg13752933,0.218651671699561,0.167786628158609,33.9631680760438,1.83799113385257e-148,6.31678391557156e-147,328.470284753016
cg20438687,0.223238853847817,0.714608251257603,33.9626241733806,1.85061661362302e-148,6.35942723644735e-147,328.463438824942
cg16251626,0.317567745598538,0.53793115094917,33.9625072075282,1.85334303067074e-148,6.36809397217548e-147,328.46196660961
cg15965190,0.367622296806038,0.328512856093747,33.9614972649845,1.87705210333841e-148,6.44759987330529e-147,328.449254700242
cg14611767,0.432710850172632,0.530802288958972,33.9609377748551,1.89031689174255e-148,6.49267098322016e-147,328.442212487184
cg13845692,-0.232818305656094,0.765237253811474,-33.9599748516533,1.91336656523385e-148,6.5708420686129e-147,328.430092255694
cg06298266,0.237717112592655,0.803540994658827,33.9590277622596,1.93631153610317e-148,6.64812538658741e-147,328.418171235788
cg19735804,0.453251834831828,0.325353829536853,33.9589252800911,1.93881080324939e-148,6.65620126233094e-147,328.416881286931
cg15986587,0.449455601202528,0.555981314524373,33.9550042432989,2.03689817459007e-148,6.99029649414292e-147,328.367526214476
cg19274341,0.316648836969043,0.347592095448554,33.9549594672627,2.03804648605343e-148,6.99370683924409e-147,328.366962598734
cg24615157,0.41839124221741,0.421735605589672,33.9538508172493,2.06668606050295e-148,7.09091004878093e-147,328.353007469762
cg26241460,0.211090931917255,0.700032196807041,33.953121229881,2.08575272996439e-148,7.15578616871837e-147,328.343823726163
cg20893838,0.320578964509074,0.422333013803945,33.9531029151582,2.08623361561495e-148,7.15689330567768e-147,328.343593187359
cg01561304,0.55910944120483,0.330219028835818,33.9522902263733,2.10768426184893e-148,7.22993227692445e-147,328.333363335726
cg13958199,0.257593371343651,0.654106293099482,33.951627372113,2.12534338268185e-148,7.28940258887621e-147,328.325019503304
cg07409200,0.401625022631714,0.402703652873024,33.9511865015356,2.13717053238542e-148,7.3294111944924e-147,328.319469918761
cg17527195,-0.251659885052556,0.748090206625718,-33.9465533898621,2.26551590121481e-148,7.76662726210292e-147,328.261148167485
cg01699819,0.3480631354943,0.477566464593152,33.9463711482977,2.27071901785216e-148,7.78328508927473e-147,328.258854062839
cg12096762,0.208872014279985,0.152502302587461,33.9461114909934,2.27815306649835e-148,7.80817505792272e-147,328.255585423013
cg09035699,-0.339231634361579,0.74469244699168,-33.9456963998446,2.29008783845098e-148,7.84848593221225e-147,328.250360124361
cg13725590,-0.307242749765318,0.593436613233444,-33.942128004494,2.39530219004992e-148,8.20658535358668e-147,328.205439350717
cg14825976,0.296612607758249,0.307110333052034,33.9412379819911,2.42228972218993e-148,8.29779112412176e-147,328.194235104211
cg05877109,0.211206535742116,0.160887353924821,33.9406129914558,2.44142251273071e-148,8.36269922138352e-147,328.186367226073
cg03392965,-0.215435631921401,0.7537186415859,-33.9392082427789,2.48497969825039e-148,8.51125298571147e-147,328.168682994773
cg16329589,0.23530926473096,0.184344940709794,33.934445639969,2.6385242025664e-148,9.03441948708776e-147,328.108725682123
cg07989851,0.261764351775132,0.384784841569437,33.9340176695047,2.65277820698631e-148,9.08253846451438e-147,328.103337773644
cg19546057,0.283081383233854,0.379129721234687,33.9327776369708,2.69451534101501e-148,9.22334354356382e-147,328.087726358945
cg07219766,0.223596584616219,0.496572105853024,33.9327110427504,2.69677527509692e-148,9.23038099359578e-147,328.086887965472
cg19413392,0.310240014090167,0.280099844657127,33.9323902304066,2.70768893171623e-148,9.26633371319723e-147,328.082849065824
cg09175485,0.212714294940496,0.218755907485235,33.931753817991,2.72946989562537e-148,9.34016671218717e-147,328.074836857647
cg21735068,0.411781345404241,0.557837263004577,33.9294059747994,2.81135130956741e-148,9.61890754739641e-147,328.045278001676
cg00085123,0.20198380222587,0.187002644629162,33.9289639266171,2.82704055722462e-148,9.67185619083517e-147,328.039712647955
cg22660207,0.387533250615165,0.576928742015204,33.9269199584148,2.90073223911067e-148,9.92246922040023e-147,328.013978995987
cg15692052,-0.231752505907102,0.432767294373588,-33.9263364384432,2.92212054925554e-148,9.99487608763467e-147,328.006632379455
cg13969662,0.265363411049522,0.317458825699475,33.9232137805893,3.03928894599306e-148,1.03948552534689e-146,327.967317024913
cg17670496,0.220422053173014,0.154876685825051,33.9227446931007,3.05729165867414e-148,1.04556370585192e-146,327.961410968352
cg25606842,-0.350809560999099,0.669061904573476,-33.9225532351856,3.06467008710683e-148,1.04792863884654e-146,327.959000407091
cg06200244,-0.319099516453808,0.703540511338907,-33.9224886570798,3.06716282237678e-148,1.04870174599323e-146,327.958187332154
cg22581187,0.243775550582983,0.752199753443456,33.9224020849216,3.07050771818598e-148,1.04976607874898e-146,327.957097339007
cg00929635,0.298607535406229,0.408411025644833,33.9219460073636,3.08818958408409e-148,1.05573150123732e-146,327.951355048957
cg04672103,0.204528639993245,0.157182075531153,33.9209241187818,3.12817839170924e-148,1.06932131902691e-146,327.938488786085
cg17904575,-0.49859268562698,0.536461613371091,-33.918144029706,3.23961133472052e-148,1.1070784495682e-146,327.903485091233
cg13558328,0.233743545505663,0.232036919645471,33.9170081617622,3.28627479747121e-148,1.12285522650675e-146,327.889183330321
cg16340767,0.251201091000891,0.481367135038366,33.916884376104,3.29140059924001e-148,1.12452169095215e-146,327.887624732414
cg23926598,0.365459139501037,0.62074877889343,33.9163259391294,3.31462437608853e-148,1.13219971526074e-146,327.88059337693
cg05977776,-0.233800104765666,0.665077768097763,-33.9151663420437,3.36337372420201e-148,1.14867793752746e-146,327.865992637431
cg26429381,-0.206204326965624,0.671071323910427,-33.9117443546484,3.51145629131793e-148,1.19870901869298e-146,327.822904895367
cg07929956,-0.47544073106405,0.608301417473224,-33.9117223991666,3.51242715160882e-148,1.19894998266833e-146,327.822628440647
cg10735015,0.319459220606402,0.385836416534339,33.9114636437546,3.52388944102137e-148,1.20268111130606e-146,327.819370291619
cg09201238,0.209070760373636,0.648806885106066,33.9110680736741,3.54148470274262e-148,1.20859509594962e-146,327.814389412257
cg07895437,0.30662386790514,0.393325161616506,33.9103920457129,3.57175868253092e-148,1.2188347018532e-146,327.805877071077
cg26723054,0.235468296968574,0.279511425010362,33.9095645023019,3.60917058699742e-148,1.23150834057221e-146,327.795456833056
cg06105694,0.23336359578503,0.238522722143491,33.9086234370623,3.65219133802283e-148,1.24590584895004e-146,327.783607074093
cg04556210,0.286032464793593,0.338607475969476,33.9069684513271,3.72909735173825e-148,1.2719497053042e-146,327.762767523947
cg26823762,0.30776985676881,0.26638738884627,33.9064613497218,3.75298476628083e-148,1.28000091697427e-146,327.756382057138
cg01991752,0.225884919117097,0.226132823529043,33.9060034021765,3.77468828002946e-148,1.28730612524623e-146,327.750615521234
cg22820108,0.378086864328289,0.447766457385195,33.9058028141893,3.78423425849471e-148,1.29046438269423e-146,327.748089684493
cg25773695,-0.354746063263478,0.434250516206787,-33.9051776162043,3.81414267357776e-148,1.30036944848789e-146,327.740217064423
cg25954134,0.259006803281495,0.444479792786744,33.9046528144492,3.83943082634985e-148,1.30889240180415e-146,327.7336086251
cg26118326,-0.513432077423496,0.622634542381033,-33.9027149895555,3.93426917966986e-148,1.34112249917062e-146,327.709206804101
cg17725807,0.31649574393463,0.344730889404699,33.9012551170052,4.00726127177342e-148,1.36569552892264e-146,327.690823300887
cg04928930,0.434831131690317,0.559503627436276,33.9008488646559,4.02781340235691e-148,1.37259641284672e-146,327.685707515607
cg19203115,0.325632921866278,0.364899410958788,33.8990210439444,4.12159469110937e-148,1.40413213069536e-146,327.662690250739
cg25952192,-0.420133187194277,0.472351922125394,-33.8989176317944,4.12696536230363e-148,1.4058559396705e-146,327.66138799918
cg03082779,0.359268383803855,0.404760231763063,33.8981970687335,4.16458242753961e-148,1.41856343678956e-146,327.652314043015
cg00476608,0.326961168600634,0.669014017901379,33.8978345729006,4.18363607646876e-148,1.42494632167007e-146,327.647749161667
cg23549972,-0.490512245913394,0.619574443843397,-33.8973897361878,4.20713699794947e-148,1.43284287251278e-146,327.642147350897
cg15305633,0.461319308338071,0.581236432916426,33.8965259123358,4.2531511759829e-148,1.44840509485699e-146,327.631269197735
cg20894640,-0.486901994595319,0.678809100667528,-33.8961210644667,4.27488959200572e-148,1.45558896791975e-146,327.62617091478
cg03163459,0.329230300760453,0.304315143883735,33.8958339834445,4.29037182124979e-148,1.46064078377723e-146,327.622555670011
cg01373248,-0.203787962979884,0.267863559975253,-33.8949386736419,4.33901697730001e-148,1.477090699293e-146,327.611280878522
cg27050612,0.251082939573468,0.336599556166985,33.8946082817949,4.35710734092067e-148,1.48313744186096e-146,327.607120177307
cg00532474,0.338209783681139,0.512392312783833,33.8937257005866,4.40580336105528e-148,1.49937491396732e-146,327.59600557593
cg25948980,0.237148646761636,0.228823343375137,33.8930528431385,4.44329348482652e-148,1.51190604428835e-146,327.587532036531
cg17654050,0.391104975727402,0.573960603388571,33.8919111064696,4.50764033437605e-148,1.53345518211237e-146,327.573153630585
cg08965143,0.334188643073196,0.386976051098317,33.8914551799139,4.5335955489727e-148,1.54216893986869e-146,327.567411906438
cg24438217,0.29293523462288,0.364212911842499,33.8914166903607,4.53579353458111e-148,1.54280062554641e-146,327.566927186233
cg25177692,0.255497662223617,0.63133793228822,33.8911564859548,4.55068077169873e-148,1.54774800210284e-146,327.56365028469
cg05639533,0.207981850465032,0.170680538281328,33.8908854557921,4.5662393777041e-148,1.5528062421348e-146,327.560237041347
cg02402882,-0.322678923330472,0.639727822803674,-33.8906833466058,4.57787617952968e-148,1.5566464835839e-146,327.55769175609
cg14410964,0.233830242942237,0.576122138727361,33.8897910453485,4.6296077707129e-148,1.57400054454641e-146,327.546454410839
cg21621538,0.240032403394638,0.360688559660641,33.8894775576639,4.64792088299812e-148,1.57998929171687e-146,327.542506433073
cg19947463,0.43745998743614,0.426487281097124,33.8892390903834,4.66190002928406e-148,1.58462223270202e-146,327.539503235351
cg17109049,0.374451218278735,0.570024392899396,33.8888254757644,4.68624629362868e-148,1.59277809066344e-146,327.534294262596
cg04702527,0.209338247753224,0.618149814759711,33.8863252368794,4.83614869508216e-148,1.64323369295284e-146,327.502806447212
cg00932104,0.293853043521612,0.466773833754465,33.8855273909007,4.88498633062956e-148,1.65957855552811e-146,327.492758310386
cg23411013,0.253123031576488,0.337031199736832,33.8849989578729,4.91760405478697e-148,1.67040893948988e-146,327.486103148458
cg06856735,0.206972708315068,0.784605405614917,33.8834097020262,5.01702061880455e-148,1.7039228569584e-146,327.466087669239
cg04419883,0.266351789173025,0.577551817943135,33.8791921741335,5.29070908643395e-148,1.79606632524332e-146,327.412969910905
cg02729030,0.223848272890153,0.712646503290472,33.8780736628051,5.365766441253e-148,1.82140980091848e-146,327.398882506474
cg07732755,0.209152615216157,0.269139531330328,33.877642144096,5.39500736532502e-148,1.83106088625264e-146,327.393447591082
cg24743301,-0.519552259734416,0.59971321717977,-33.8752544603715,5.55970938777914e-148,1.88653606691828e-146,327.363374739168
cg11688410,-0.223285665241965,0.727240239947043,-33.8744129393223,5.61894865161806e-148,1.90635136043082e-146,327.352775659995
cg24340572,0.23542177618993,0.21933658469771,33.8731041201291,5.71234110767408e-148,1.93774619222556e-146,327.336290758335
cg16195332,0.223352479542926,0.212740639375421,33.8726748208738,5.74331133687293e-148,1.94795985329998e-146,327.330883592215
cg21547557,-0.357458488281578,0.587658267627716,-33.8713118500931,5.84275575370921e-148,1.98153989133723e-146,327.31371640736
cg24033471,-0.339447106172053,0.498815334518166,-33.8712255169572,5.84911246188439e-148,1.98339839670012e-146,327.31262899955
cg22307974,0.207559886417603,0.649885594294691,33.870240967894,5.92209610160037e-148,2.00799621362215e-146,327.300228075022
cg10259111,0.220292785510827,0.663584498886285,33.8699255902068,5.94566688832456e-148,2.0158372578667e-146,327.296255703934
cg05310774,0.213373459823247,0.217033169591028,33.8658820338215,6.2563247971462e-148,2.12036923104359e-146,327.245323842282
cg17419815,0.465928106940082,0.581762121976308,33.8642993851112,6.38229304941429e-148,2.16289988546674e-146,327.225388675847
cg09864245,0.449041578255255,0.32132437576998,33.8637579599682,6.42596692839466e-148,2.17753745854774e-146,327.218568787503
cg09315878,-0.271752471191216,0.770504156735182,-33.8631620114361,6.47438472757341e-148,2.19345173578792e-146,327.211062080301
cg23648239,0.527927029275689,0.504652254742717,33.8627735143948,6.50614452042157e-148,2.20404657584479e-146,327.206168462323
